AssignID,EmpID,ProjectID,Role,HoursWorked
927,3633,144,Business Analyst,155
928,9363,234,Project Manager,92
929,6988,41,Business Analyst,159
930,3702,77,Developer,173
931,107,461,Developer,26
932,5192,359,Developer,197
933,4157,163,Business Analyst,153
934,8572,19,Developer,123
935,508,82,Tech Lead,103
936,5004,308,Business Analyst,130
937,328,487,QA Engineer,150
938,9979,128,Project Manager,110
939,5557,33,Developer,62
940,457,288,Developer,141
941,5570,300,Tech Lead,98
942,8119,255,Developer,16
943,1126,193,QA Engineer,96
944,8247,396,Tech Lead,161
945,1227,333,Business Analyst,151
946,3025,31,QA Engineer,205
947,9462,415,QA Engineer,56
948,7863,280,Business Analyst,97
949,3118,385,QA Engineer,134
950,7483,37,Project Manager,15
951,6069,155,Business Analyst,24
952,3006,178,Project Manager,79
953,2956,217,Business Analyst,196
954,5495,293,Tech Lead,168
955,1804,311,Business Analyst,171
956,410,285,Developer,182
957,2972,224,Tech Lead,138
958,6744,180,Project Manager,35
959,5975,405,QA Engineer,44
960,8606,455,QA Engineer,96
961,9316,104,Developer,82
962,7322,458,Tech Lead,42
963,751,92,Project Manager,69
964,224,370,Business Analyst,183
965,5157,157,Tech Lead,136
966,673,236,Business Analyst,208
967,9247,62,Tech Lead,136
968,3933,169,Developer,151
969,7662,257,Tech Lead,189
970,7506,290,Tech Lead,144
971,734,66,Business Analyst,120
972,3719,259,Project Manager,121
973,4391,397,Project Manager,53
974,8216,245,Developer,115
975,9479,303,Developer,32
976,5577,314,Business Analyst,64
977,6433,354,Tech Lead,129
978,7651,189,Developer,125
979,4184,495,QA Engineer,42
980,6888,292,QA Engineer,167
981,8552,224,Business Analyst,189
982,7653,284,QA Engineer,159
983,6511,316,Tech Lead,128
984,3505,241,QA Engineer,104
985,2056,79,Project Manager,122
986,7326,427,Tech Lead,93
987,6775,393,Developer,173
988,8013,130,Developer,109
989,2664,330,Developer,36
990,2662,295,Tech Lead,17
991,7146,420,QA Engineer,180
992,1159,114,Business Analyst,170
993,9797,318,Project Manager,204
994,2916,229,Developer,117
995,7488,176,Project Manager,182
996,5401,63,QA Engineer,24
997,5189,370,Developer,181
998,3515,256,Project Manager,172
999,6713,384,Project Manager,111
1000,8645,157,Tech Lead,186
1001,7168,213,Developer,99
1002,4891,150,Project Manager,16
1003,429,114,QA Engineer,161
1004,8422,57,Developer,19
1005,6730,145,Tech Lead,110
1006,6151,254,QA Engineer,108
1007,8358,72,Tech Lead,159
1008,3370,154,Tech Lead,45
1009,3556,249,Business Analyst,74
1010,9628,322,QA Engineer,59
1011,7451,97,Project Manager,34
1012,2392,115,Developer,11
1013,9081,210,Business Analyst,26
1014,384,233,Business Analyst,166
1015,6852,247,Project Manager,166
1016,6166,189,Business Analyst,23
1017,9777,265,Business Analyst,175
1018,5409,89,Developer,81
1019,6008,481,Developer,69
1020,2066,341,Project Manager,67
1021,3998,247,Project Manager,188
1022,1809,485,Developer,142
1023,2478,398,Tech Lead,58
1024,7554,435,QA Engineer,99
1025,1935,478,Business Analyst,180
1026,2002,247,Business Analyst,118
1027,589,100,QA Engineer,70
1028,836,327,Project Manager,24
1029,3140,81,Project Manager,106
1030,6478,86,QA Engineer,150
1031,4759,253,QA Engineer,29
1032,4969,291,Project Manager,85
1033,2872,212,Developer,127
1034,6826,289,Business Analyst,63
1035,526,283,Business Analyst,25
1036,6789,177,Project Manager,124
1037,2660,99,QA Engineer,94
1038,4260,229,Developer,28
1039,2172,55,QA Engineer,164
1040,7011,109,Tech Lead,73
1041,1863,338,Project Manager,178
1042,6949,453,Business Analyst,24
1043,1199,209,QA Engineer,25
1044,6436,268,QA Engineer,134
1045,126,7,Project Manager,117
1046,6328,216,Tech Lead,108
1047,9421,53,Business Analyst,11
1048,7231,29,Developer,188
1049,5910,245,Project Manager,154
1050,1933,25,Business Analyst,11
1051,8871,12,Developer,140
1052,4502,86,Business Analyst,175
1053,3246,10,QA Engineer,99
1054,5013,137,Business Analyst,41
1055,1794,226,Business Analyst,94
1056,3761,343,QA Engineer,90
1057,4233,437,Business Analyst,139
1058,8134,380,Business Analyst,190
1059,9365,317,QA Engineer,28
1060,4490,105,Tech Lead,29
1061,9880,411,Project Manager,100
1062,9056,143,Business Analyst,55
1063,251,396,QA Engineer,169
1064,6240,27,QA Engineer,157
1065,7796,385,Business Analyst,25
1066,69,150,Developer,149
1067,8858,444,Tech Lead,87
1068,5534,344,QA Engineer,36
1069,5801,291,Tech Lead,12
1070,593,146,Tech Lead,59
1071,1640,400,Project Manager,24
1072,7881,98,Project Manager,20
1073,9148,198,Project Manager,112
1074,822,471,Business Analyst,123
1075,44,360,Business Analyst,183
1076,4383,115,Tech Lead,71
1077,716,206,Developer,55
1078,4992,30,Tech Lead,96
1079,8389,477,Developer,190
1080,1173,430,Tech Lead,96
1081,7201,151,Business Analyst,108
1082,4595,347,Project Manager,12
1083,8539,38,Developer,113
1084,9696,86,Developer,50
1085,8931,220,Project Manager,49
1086,2392,224,Project Manager,154
1087,6045,1,Project Manager,73
1088,5484,165,Business Analyst,103
1089,6422,278,Project Manager,89
1090,6329,415,Business Analyst,77
1091,810,89,Developer,97
1092,9682,214,Business Analyst,106
1093,6390,292,Tech Lead,38
1094,4581,250,QA Engineer,198
1095,4229,113,Project Manager,92
1096,4204,166,Project Manager,117
1097,5817,465,Tech Lead,138
1098,2883,97,Developer,41
1099,2180,47,QA Engineer,195
1100,5400,65,Business Analyst,130
1101,8871,314,Business Analyst,145
1102,1245,474,Tech Lead,208
1103,6167,137,QA Engineer,114
1104,7648,121,Developer,148
1105,751,224,QA Engineer,109
1106,9990,35,Project Manager,173
1107,3302,54,Business Analyst,83
1108,4736,309,Developer,54
1109,8283,356,Tech Lead,64
1110,2640,231,Project Manager,138
1111,1976,8,Developer,184
1112,2964,439,Project Manager,83
1113,7471,472,Business Analyst,28
1114,7690,496,Business Analyst,75
1115,3725,274,QA Engineer,173
1116,7195,225,QA Engineer,75
1117,2353,180,QA Engineer,93
1118,8387,357,Developer,66
1119,6632,259,QA Engineer,138
1120,6596,42,Project Manager,19
1121,6326,309,Developer,197
1122,54,208,Project Manager,42
1123,2271,64,Business Analyst,204
1124,4775,45,Developer,197
1125,2183,255,Tech Lead,165
1126,2038,400,Project Manager,148
1127,6782,305,QA Engineer,133
1128,3301,112,Project Manager,178
1129,6742,331,Tech Lead,202
1130,994,415,Project Manager,180
1131,1473,120,Project Manager,78
1132,8048,337,QA Engineer,190
1133,1717,108,QA Engineer,44
1134,5483,173,Project Manager,83
1135,9154,291,Tech Lead,139
1136,974,224,Business Analyst,20
1137,4488,477,QA Engineer,176
1138,2598,78,Business Analyst,13
1139,4234,94,Tech Lead,61
1140,3923,69,QA Engineer,133
1141,814,340,Tech Lead,183
1142,1462,450,Developer,75
1143,5142,89,QA Engineer,65
1144,3708,229,QA Engineer,20
1145,4188,320,Project Manager,43
1146,5615,35,Tech Lead,121
1147,1020,221,Developer,47
1148,659,50,QA Engineer,123
1149,542,187,Developer,56
1150,1542,401,Tech Lead,209
1151,1009,59,Business Analyst,194
1152,4157,334,Tech Lead,102
1153,3303,91,Business Analyst,95
1154,8313,500,Tech Lead,133
1155,3594,213,Developer,158
1156,8805,271,QA Engineer,150
1157,579,312,Tech Lead,91
1158,3219,13,Tech Lead,64
1159,4961,352,Developer,92
1160,9028,428,Project Manager,142
1161,2494,483,Tech Lead,40
1162,5887,328,Business Analyst,205
1163,8276,148,Tech Lead,175
1164,7900,403,Tech Lead,65
1165,6094,136,Developer,78
1166,2755,9,QA Engineer,101
1167,9311,236,Developer,34
1168,5080,400,Tech Lead,74
1169,1727,60,Tech Lead,170
1170,7339,175,Tech Lead,35
1171,5368,76,Developer,110
1172,8811,16,Project Manager,49
1173,5072,223,Developer,68
1174,996,248,Developer,139
1175,5912,169,Project Manager,199
1176,3546,19,QA Engineer,51
1177,6526,126,QA Engineer,16
1178,6416,321,QA Engineer,182
1179,2640,98,Tech Lead,103
1180,6060,146,Tech Lead,169
1181,9595,296,Developer,25
1182,7963,323,QA Engineer,142
1183,8247,365,QA Engineer,97
1184,5315,231,Tech Lead,31
1185,885,464,QA Engineer,24
1186,5251,323,Business Analyst,15
1187,2852,417,Tech Lead,94
1188,412,159,Project Manager,94
1189,6573,96,Business Analyst,144
1190,6493,343,Tech Lead,59
1191,6382,197,Developer,90
1192,5557,42,Tech Lead,65
1193,5550,479,Project Manager,52
1194,9964,499,Project Manager,164
1195,8502,450,Tech Lead,143
1196,1641,368,Developer,155
1197,8830,27,Developer,79
1198,9134,209,Developer,69
1199,5904,68,Developer,64
1200,9886,247,QA Engineer,94
1201,3087,2,Tech Lead,58
1202,8580,491,QA Engineer,97
1203,1406,417,QA Engineer,174
1204,8343,302,Tech Lead,156
1205,4961,16,Project Manager,40
1206,8900,76,Developer,177
1207,891,375,Business Analyst,45
1208,1492,414,Tech Lead,57
1209,1144,170,Developer,140
1210,2323,150,Tech Lead,209
1211,2924,281,QA Engineer,47
1212,4967,20,Business Analyst,118
1213,1781,372,Developer,48
1214,4234,12,Tech Lead,122
1215,9422,390,Project Manager,150
1216,5051,112,QA Engineer,110
1217,6234,243,QA Engineer,23
1218,4962,352,QA Engineer,128
1219,401,83,Tech Lead,173
1220,6674,129,Developer,44
1221,5547,126,QA Engineer,155
1222,409,189,QA Engineer,20
1223,1213,136,QA Engineer,199
1224,3028,211,Project Manager,18
1225,8665,12,Developer,23
1226,5172,89,Tech Lead,194
1227,6824,415,QA Engineer,198
1228,9730,400,Tech Lead,163
1229,5110,396,Tech Lead,85
1230,1524,119,Business Analyst,196
1231,5551,338,Business Analyst,108
1232,6870,185,Business Analyst,177
1233,3730,246,QA Engineer,208
1234,410,93,Project Manager,52
1235,4490,84,QA Engineer,36
1236,8702,498,Business Analyst,30
1237,8496,227,Tech Lead,122
1238,730,130,Project Manager,125
1239,9708,396,Business Analyst,33
1240,3702,437,Business Analyst,173
1241,383,109,Project Manager,30
1242,4213,129,Tech Lead,146
1243,415,387,Tech Lead,164
1244,83,236,Business Analyst,121
1245,2613,410,Project Manager,126
1246,6241,275,Project Manager,68
1247,9814,305,Tech Lead,201
1248,2,443,Developer,100
1249,8955,340,QA Engineer,37
1250,3549,223,Project Manager,207
1251,7531,400,Project Manager,171
1252,6899,51,Developer,137
1253,4891,359,Project Manager,165
1254,3460,497,Developer,36
1255,3330,290,Developer,154
1256,8577,279,Project Manager,122
1257,6935,153,Project Manager,49
1258,4315,421,Project Manager,183
1259,3998,286,QA Engineer,11
1260,1676,81,Business Analyst,129
1261,2346,487,Tech Lead,187
1262,6310,415,QA Engineer,122
1263,7745,435,Project Manager,119
1264,411,49,Developer,106
1265,2971,273,Business Analyst,133
1266,3658,306,Business Analyst,159
1267,8590,386,Business Analyst,177
1268,5219,320,Developer,102
1269,8674,482,Project Manager,35
1270,3616,259,Developer,25
1271,2885,175,Business Analyst,179
1272,4068,313,Project Manager,168
1273,1100,263,Project Manager,23
1274,2294,418,Tech Lead,10
1275,1712,96,Business Analyst,73
1276,7326,99,QA Engineer,51
1277,6205,271,QA Engineer,115
1278,9853,305,Project Manager,141
1279,776,51,Developer,187
1280,7845,248,Tech Lead,25
1281,2323,405,Project Manager,145
1282,892,33,Tech Lead,116
1283,4309,251,Tech Lead,126
1284,166,166,QA Engineer,93
1285,4537,215,Project Manager,205
1286,5982,423,QA Engineer,106
1287,4336,299,QA Engineer,188
1288,3674,325,Project Manager,104
1289,8903,219,Business Analyst,201
1290,794,280,QA Engineer,98
1291,2741,396,QA Engineer,198
1292,7053,434,Business Analyst,46
1293,4833,405,Developer,71
1294,1163,102,Tech Lead,78
1295,1580,18,Developer,208
1296,3265,112,Tech Lead,170
1297,934,239,Business Analyst,185
1298,6128,377,Project Manager,55
1299,3482,147,Tech Lead,60
1300,5467,221,Project Manager,77
1301,5275,10,QA Engineer,107
1302,7327,427,Tech Lead,138
1303,8466,329,Business Analyst,20
1304,4900,241,Developer,154
1305,3881,403,QA Engineer,118
1306,6396,306,Tech Lead,96
1307,2285,143,Developer,203
1308,2099,377,Project Manager,163
1309,5511,22,QA Engineer,158
1310,6328,177,Business Analyst,204
1311,8954,344,Project Manager,180
1312,8127,108,Business Analyst,204
1313,6283,495,Developer,124
1314,895,450,QA Engineer,104
1315,8174,61,Project Manager,41
1316,2927,337,Tech Lead,134
1317,5420,456,Project Manager,60
1318,5598,388,QA Engineer,167
1319,4638,294,QA Engineer,124
1320,1778,277,Tech Lead,181
1321,9421,220,Project Manager,111
1322,8519,225,Tech Lead,148
1323,442,193,Developer,176
1324,4826,60,Tech Lead,130
1325,3889,494,Project Manager,121
1326,8393,384,QA Engineer,64
1327,7429,104,Project Manager,88
1328,8759,377,Developer,184
1329,788,58,Developer,155
1330,5962,423,Developer,135
1331,656,142,Business Analyst,181
1332,4395,261,Business Analyst,194
1333,4668,477,Developer,145
1334,7106,65,Tech Lead,186
1335,8039,137,Developer,59
1336,4519,346,QA Engineer,114
1337,4309,21,Business Analyst,76
1338,1743,300,Developer,61
1339,15,349,Project Manager,164
1340,4437,153,Developer,26
1341,5640,356,Business Analyst,48
1342,4495,167,Developer,50
1343,8218,427,Tech Lead,131
1344,7004,270,Business Analyst,14
1345,4937,428,Tech Lead,126
1346,3667,269,Tech Lead,83
1347,8343,117,Tech Lead,65
1348,1428,57,Developer,15
1349,5813,73,Project Manager,97
1350,1796,335,Business Analyst,67
1351,6888,335,Developer,82
1352,7832,376,QA Engineer,120
1353,5195,436,QA Engineer,116
1354,4108,445,Business Analyst,108
1355,1891,176,Business Analyst,200
1356,4543,466,Tech Lead,92
1357,7378,273,Tech Lead,106
1358,2721,460,Business Analyst,121
1359,4531,296,Business Analyst,134
1360,4064,452,Developer,157
1361,325,141,Project Manager,164
1362,8687,447,Developer,108
1363,3894,387,Business Analyst,109
1364,6326,107,QA Engineer,109
1365,338,175,Project Manager,53
1366,2587,482,Business Analyst,145
1367,3613,276,QA Engineer,17
1368,4977,43,QA Engineer,16
1369,9501,26,QA Engineer,64
1370,9856,297,QA Engineer,80
1371,4931,405,Developer,20
1372,857,383,QA Engineer,135
1373,1889,284,Business Analyst,160
1374,9064,457,Tech Lead,166
1375,7878,248,Business Analyst,64
1376,1131,411,QA Engineer,118
1377,3776,248,Project Manager,38
1378,4759,174,Project Manager,44
1379,4021,416,Developer,153
1380,2336,108,Tech Lead,134
1381,6102,120,Project Manager,173
1382,3344,493,Tech Lead,124
1383,3642,200,Project Manager,168
1384,6728,322,Project Manager,162
1385,5056,446,Tech Lead,160
1386,7745,367,Tech Lead,194
1387,8970,481,Business Analyst,159
1388,2639,350,Tech Lead,156
1389,2919,114,Tech Lead,129
1390,8721,342,QA Engineer,40
1391,6404,315,Project Manager,11
1392,7532,494,QA Engineer,120
1393,9706,62,Developer,59
1394,9407,490,Project Manager,129
1395,3250,111,Developer,92
1396,9823,295,QA Engineer,104
1397,993,439,Developer,64
1398,4992,473,Project Manager,86
1399,5213,253,Developer,70
1400,7087,137,Tech Lead,93
1401,2512,269,Project Manager,147
1402,1971,285,Project Manager,130
1403,4911,348,Developer,146
1404,272,360,Business Analyst,83
1405,8860,19,QA Engineer,46
1406,7151,388,QA Engineer,56
1407,6033,488,Business Analyst,76
1408,6257,338,QA Engineer,124
1409,6526,162,Developer,68
1410,3684,294,Tech Lead,179
1411,2978,133,QA Engineer,151
1412,1923,18,Tech Lead,155
1413,6074,45,Tech Lead,23
1414,9822,225,QA Engineer,165
1415,6077,406,Business Analyst,67
1416,7970,90,Developer,194
1417,5557,271,Business Analyst,130
1418,7201,67,Tech Lead,71
1419,5669,261,QA Engineer,77
1420,3674,480,QA Engineer,27
1421,5420,234,Developer,175
1422,1753,207,Tech Lead,46
1423,9415,136,Tech Lead,182
1424,4594,375,QA Engineer,34
1425,2477,261,Project Manager,113
1426,5051,443,Business Analyst,59
1427,8665,246,Developer,89
1428,2038,138,QA Engineer,168
1429,5202,198,Project Manager,90
1430,8377,26,Developer,185
1431,547,381,Tech Lead,96
1432,6266,187,Tech Lead,153
1433,3460,279,Developer,140
1434,1653,251,Tech Lead,154
1435,8781,105,QA Engineer,23
1436,7465,64,Project Manager,85
1437,2723,148,Developer,43
1438,258,175,Business Analyst,122
1439,4124,50,Business Analyst,79
1440,7861,48,QA Engineer,121
1441,9320,182,QA Engineer,49
1442,7632,109,Business Analyst,209
1443,3230,61,QA Engineer,195
1444,5467,322,Tech Lead,79
1445,4634,421,Developer,208
1446,6273,144,Tech Lead,171
1447,2885,247,Business Analyst,141
1448,4490,284,Developer,65
1449,8029,342,Developer,114
1450,7893,326,Tech Lead,139
1451,4127,471,Developer,97
1452,2510,341,Project Manager,121
1453,6402,221,QA Engineer,99
1454,3869,155,QA Engineer,11
1455,4455,224,Tech Lead,192
1456,7893,386,Project Manager,122
1457,1489,311,Project Manager,61
1458,5697,403,Project Manager,149
1459,1837,455,QA Engineer,124
1460,3980,427,Tech Lead,111
1461,3292,443,Business Analyst,114
1462,7424,82,Project Manager,147
1463,5714,120,Project Manager,82
1464,1005,106,Project Manager,154
1465,1719,196,Business Analyst,196
1466,1548,295,Developer,33
1467,7499,412,Developer,26
1468,3410,70,Business Analyst,46
1469,3894,480,QA Engineer,207
1470,4143,303,Tech Lead,57
1471,401,35,Tech Lead,144
1472,6436,41,QA Engineer,133
1473,8384,394,Developer,124
1474,1876,358,Project Manager,86
1475,2618,43,Tech Lead,158
1476,9848,65,Project Manager,65
1477,7987,83,Tech Lead,111
1478,6742,17,Developer,73
1479,8487,279,Business Analyst,126
1480,4480,101,Business Analyst,110
1481,3902,200,Project Manager,33
1482,6997,332,Business Analyst,189
1483,7921,344,Tech Lead,91
1484,7040,392,Tech Lead,125
1485,181,266,Developer,30
1486,7734,117,Developer,22
1487,5887,2,Developer,24
1488,2305,92,Project Manager,81
1489,4336,259,Business Analyst,103
1490,7746,429,QA Engineer,92
1491,8334,218,QA Engineer,78
1492,3087,103,QA Engineer,133
1493,9267,371,Developer,88
1494,4405,385,Project Manager,76
1495,3630,104,Business Analyst,98
1496,5535,433,Project Manager,27
1497,6743,447,Project Manager,154
1498,4992,426,QA Engineer,151
1499,674,362,Business Analyst,28
1500,2927,311,Business Analyst,29
1501,3563,162,Developer,57
1502,8882,355,Developer,199
1503,6302,83,Project Manager,47
1504,3969,116,QA Engineer,47
1505,4922,499,Developer,150
1506,3272,302,Developer,33
1507,8681,356,Project Manager,191
1508,6936,262,Project Manager,202
1509,5519,456,Developer,77
1510,9893,177,QA Engineer,204
1511,5453,53,Project Manager,125
1512,6997,477,QA Engineer,122
1513,6273,464,Project Manager,95
1514,5119,348,Developer,30
1515,8113,83,Tech Lead,44
1516,892,478,QA Engineer,119
1517,3378,453,Tech Lead,207
1518,713,117,Tech Lead,207
1519,9903,254,Developer,39
1520,2830,200,Business Analyst,158
1521,1719,158,Business Analyst,105
1522,222,158,Business Analyst,162
1523,6167,268,QA Engineer,135
1524,335,346,Tech Lead,201
1525,5499,409,QA Engineer,181
1526,4369,2,QA Engineer,91
